100,0.000216
100,0.000151
100,0.000277
100,0.000212
100,0.000214
100,0.000269
100,0.000252
100,0.000323
100,0.000195
100,0.000195
1000,0.002358
1000,0.002165
1000,0.002189
1000,0.002568
1000,0.003343
1000,0.001796
1000,0.001788
1000,0.001781
1000,0.002420
1000,0.002383
2000,0.000256
2000,0.000678
2000,0.000680
2000,0.001975
2000,0.001115
2000,0.001117
2000,0.000239
2000,0.004056
2000,0.003904
2000,0.005083
5000,0.002123
5000,0.003661
5000,0.003942
5000,0.001625
5000,0.005236
5000,0.011057
5000,0.008461
5000,0.007688
5000,0.012159
5000,0.015595
10000,0.002067
10000,0.013924
10000,0.019619
10000,0.018538
10000,0.020615
10000,0.005972
10000,0.003652
10000,0.007793
10000,0.014287
10000,0.009320
100,0.000293
100,0.000257
100,0.000277
100,0.000346
100,0.000239
100,0.000232
100,0.000258
100,0.000254
100,0.000251
100,0.000307
1000,0.000539
1000,0.000984
1000,0.000506
1000,0.000507
1000,0.000508
1000,0.000694
1000,0.000903
1000,0.001344
1000,0.002601
1000,0.001964
2000,0.001509
2000,0.001655
2000,0.001509
2000,0.001623
2000,0.001603
2000,0.001485
2000,0.001607
2000,0.001485
2000,0.001526
2000,0.001481
5000,0.002746
5000,0.003295
5000,0.004152
5000,0.007831
5000,0.005091
5000,0.002496
5000,0.001215
5000,0.001440
5000,0.001472
5000,0.001430
10000,0.004210
10000,0.002500
10000,0.002630
10000,0.004176
10000,0.005406
10000,0.003207
10000,0.003161
10000,0.005395
10000,0.005435
10000,0.004688
100,0.000211
100,0.000204
100,0.000241
100,0.000193
100,0.000194
100,0.000197
100,0.000318
100,0.000192
100,0.000205
100,0.000265
1000,0.000431
1000,0.000432
1000,0.000454
1000,0.000442
1000,0.000471
1000,0.000442
1000,0.001171
1000,0.000864
1000,0.001485
1000,0.000864
2000,0.001578
2000,0.001441
2000,0.002853
2000,0.005967
2000,0.004881
2000,0.004564
2000,0.004656
2000,0.004734
2000,0.004655
2000,0.004836
5000,0.007357
5000,0.002230
5000,0.002717
5000,0.002485
5000,0.000742
5000,0.014750
5000,0.010251
5000,0.009234
5000,0.008998
5000,0.009391
10000,0.004481
10000,0.003446
10000,0.003030
10000,0.008652
10000,0.006275
10000,0.004344
10000,0.003825
10000,0.015346
10000,0.002634
10000,0.002603
100,0.000216
100,0.000226
100,0.000289
100,0.000233
100,0.000233
100,0.000249
100,0.000235
100,0.000311
100,0.000296
100,0.000232
1000,0.001142
1000,0.000615
1000,0.001528
1000,0.000610
1000,0.001266
1000,0.001302
1000,0.000705
1000,0.000726
1000,0.001319
1000,0.002146
2000,0.000310
2000,0.000651
2000,0.001033
2000,0.000743
2000,0.001557
2000,0.000985
2000,0.002885
2000,0.000988
2000,0.003042
2000,0.002801
5000,0.010334
5000,0.003380
5000,0.010112
5000,0.000981
5000,0.002892
5000,0.002743
5000,0.005521
5000,0.002705
5000,0.002691
5000,0.001946
10000,0.003183
10000,0.011355
10000,0.002740
10000,0.017293
10000,0.004025
10000,0.006523
10000,0.003758
10000,0.004543
10000,0.005646
10000,0.004176
100,0.000239
100,0.000230
100,0.000278
100,0.000262
100,0.000199
100,0.000199
100,0.000203
100,0.000202
100,0.000199
100,0.000204
1000,0.001712
1000,0.000944
1000,0.000943
1000,0.000940
1000,0.000944
1000,0.000517
1000,0.001470
1000,0.001482
1000,0.000635
1000,0.001501
2000,0.000383
2000,0.000407
2000,0.000398
2000,0.000410
2000,0.000235
2000,0.001563
2000,0.001624
2000,0.001557
2000,0.001602
2000,0.002043
5000,0.001111
5000,0.001027
5000,0.003123
5000,0.002840
5000,0.002770
5000,0.002738
5000,0.001362
5000,0.005376
5000,0.000739
5000,0.000673
10000,0.003782
10000,0.005964
10000,0.004579
10000,0.004675
10000,0.006337
10000,0.016265
10000,0.004251
10000,0.003191
10000,0.003954
10000,0.012029
100,0.000214
100,0.000191
100,0.000190
100,0.000191
100,0.000192
100,0.000206
100,0.000191
100,0.000196
100,0.000218
100,0.000156
1000,0.000703
1000,0.001167
1000,0.000704
1000,0.001153
1000,0.001158
1000,0.001154
1000,0.001865
1000,0.001841
1000,0.002521
1000,0.002397
2000,0.001101
2000,0.001108
2000,0.001120
2000,0.002487
2000,0.003886
2000,0.003894
2000,0.000614
2000,0.002714
